NAME,ORGAN_NAME,ADDRESS,ADDRESS2,CITY,STATE,COUNTY,ZIPCODE,PHONE,XCOORD,YCOORD,IS_CHAIN
WAL-MART SUPERCENTER - 661,WAL-MART STORES EAST LP,1011 UNITED STATES HIGHWAY 72 EAST, ,ATHENS,AL,LIMESTONE,35611,256-233-3568,-86.958753999999999,34.788565599999998,1
PAY LESS EXPRESS HEALTH MART PHARMACY,PAYLESS PHARMACY EXPRESS 1,2122 DANVILLE ROAD SOUTHWEST, ,DECATUR,AL,MORGAN,35601,256-351-7006,-87.010621999999998,34.573363000000001,0
WESTMEADE PHARMACY,DUNCAN PHARMACY INC,2104 DANVILLE ROAD SOUTHWEST, ,DECATUR,AL,MORGAN,35601,256-355-8211,-87.009687999999997,34.573822100000001,0
PUBLIX - 00045,PUBLIX SUPER MARKETS INC,1605 BELTLINE ROAD SOUTHWEST, ,DECATUR,AL,MORGAN,35601,256-301-6411,-87.013080000000002,34.565100899999997,0
SUMMERFORD NURSING HOME,"SUMMERFORD DRUGS, INC.",4087 UNITED STATES HIGHWAY 31 SOUTHWEST, ,FALKVILLE,AL,MORGAN,35622,256-784-5275,-86.912861000000007,34.385177100000000,0
PILL BOX HEALTH MART PHARMACY 1,AUSTIN DRUG CO INC,2422 DANVILLE ROAD SOUTHWEST, ,DECATUR,AL,MORGAN,35603,256-353-1121,-87.017060000000001,34.566282399999999,0
TARGET,TARGET CORPORATION AND SUBSIDIARIES,1235 POINT MALLARD PARKWAY SOUTHEAST, ,DECATUR,AL,MORGAN,35601,256-898-3037,-86.970562999999999,34.558603499999997,1
RITE AID - 7038,HARCO INC,4200 MCFARLAND BOULEVARD EAST,FOOD WORLD PLAZA SOUTH,TUSCALOOSA,AL,TUSCALOOSA,35405,205-759-1103,-87.528282000000004,33.169429600000001,0
CVS - 4965,"ALABAMA CVS PHARMACY, L.L.C.",4685 HIGHWAY 17, ,HELENA,AL,SHELBY,35080,205-620-1618,-86.851766999999995,33.280829900000001,1
CVS - 467,ALABAMA CVS PHARMACY LLC,8370 UNITED STATES HIGHWAY 31, ,CALERA,AL,SHELBY,35040,205-668-0588,-86.753574000000000,33.101417499999997,1
CVS - 4864,"ALABAMA CVS PHARMACY, L.L.C.",105 INVERNESS PLAZA, ,BIRMINGHAM,AL,SHELBY,35242,205-991-5201,-86.695614000000006,33.419362999999997,1
EMERGI-CARE CLINIC,"EMERGI-CARE CLINICI, P.C.",32 15TH STREET, ,TUSCALOOSA,AL,TUSCALOOSA,35401,205-349-2273,-87.536229000000006,33.197637999999998,0
FRED'S - 1780,FREDS STORES OF TENNESSEE INC,234 GREEN SPRINGS HIGHWAY, ,HOMEWOOD,AL,JEFFERSON,35209,205-942-9106,-86.824171000000007,33.466104199999997,0
FRED'S - 2753,FREDS STORES OF TENNESSEE INC,134 7TH STREET NORTHWEST, ,REFORM,AL,PICKENS,35481,205-375-6401,-88.023184000000001,33.382925200000003,0
HINKLE PHARMACY,HINKLE MED INC,1090 9TH AVENUE SOUTHWEST, ,BESSEMER,AL,JEFFERSON,35022,205-425-3039,-86.990080000000006,33.376263899999998,0
THE MEDICINE SHOPPE PHARMACY,JOHN M MCGUIRE,2006 DANVILLE ROAD SOUTHWEST,SUITE C,DECATUR,AL,MORGAN,35601,256-350-3338,-87.008841000000004,34.574261600000000,0
J AND J DISCOUNT HEALTH MART PHARMACY,JOSEPH SANTORO,6405 AVENUE K, ,BESSEMER,AL,JEFFERSON,35020,205-426-1221,-86.917739999999995,33.432313499999999,0
VACCA DISCOUNT DRUGS,VACCA DISCOUNT DRUGS,7633 GEORGIA ROAD, ,BIRMINGHAM,AL,JEFFERSON,35212,205-956-3300,-86.723213999999999,33.540377499999998,0
FRED'S - 2373,FREDS STORES OF TENNESSEE INC,4559 STATE HIGHWAY 25, ,MONTEVALLO,AL,SHELBY,35115,205-665-5106,-86.855581999999998,33.095252500000001,0
SUPERTARGET,TARGET CORPORATION AND SUBSIDIARIES,4616 UNITED STATES HIGHWAY 280, ,BIRMINGHAM,AL,SHELBY,35242,205-991-6248,-86.712619000000004,33.425309800000001,1
RITE AID - 7367,HARCO INC,1018 MAIN STREET,VILLAGE GREEN SHOPPING CENTER,GARDENDALE,AL,JEFFERSON,35071,205-631-8707,-86.812639000000004,33.653428099999999,0
PIGGLY WIGGLY,SOUTHERN FAMILY MARKETS LLC,2019 6TH AVENUE SOUTHEAST,UNIT 18,DECATUR,AL,MORGAN,35601,256-353-6303,-86.976524999999995,34.573650299999997,0
J AND J DRUGS,J & J DRUGS CORP,1318 MAIN STREET, ,GARDENDALE,AL,JEFFERSON,35071,205-631-8731,-86.812934999999996,33.658342500000003,0
THE COMPOUNDING SHOPPE,"PRESCRIPTION SPECIALTIES, INC.",3349 INDEPENDENCE DRIVE,SUITE 102,BIRMINGHAM,AL,JEFFERSON,35209,205-870-3150,-86.786123000000003,33.473798199999997,0
U-SAVE,U SAVE PHARMACIES LLC,7559 HIGHWAY 72 WEST, ,MADISON,AL,MADISON,35758,256-562-0855,-86.731397999999999,34.755080100000001,0
THE PHARMACY IN MOUNT OLIVE,S & S PHARMACEUTICAL SERVICES LLC,2660 MOUNT OLIVE ROAD, ,MOUNT OLIVE,AL,JEFFERSON,35117,205-631-1201,-86.852447999999995,33.669042400000002,0
PUBLIX - 00075,PUBLIX SUPER MARKETS INC,4851 RICE MINE ROAD NORTHEAST,SUITE 200,TUSCALOOSA,AL,TUSCALOOSA,35406,205-247-4721,-87.513278999999997,33.263117500000000,0
PUBLIX - 01075,PUBLIX SUPER MARKETS INC,2300 MCFARLAND BOULEVARD, ,NORTHPORT,AL,TUSCALOOSA,35476,205-339-4388,-87.577809999999999,33.241974300000003,0
SAM'S CLUB - 4724,SAMS EAST INC,3053 JOHN HAWKINS PARKWAY, ,HOOVER,AL,JEFFERSON,35244,205-982-0982,-86.808662999999996,33.373492400000003,0
PUBLIX - 01207,PUBLIX ALABAMA LLC,1584 MONTGOMERY HIGHWAY,HOOVER PLACE,HOOVER,AL,JEFFERSON,35216,205-824-7223,-86.808558000000005,33.403227000000001,0
CVS - 4832,"ALABAMA CVS PHARMACY, L.L.C.",604 BESSEMER SUPER HIGHWAY, ,MIDFIELD,AL,JEFFERSON,35228,205-925-0278,-86.911494000000005,33.464087900000003,1
SUMITON DRUG COMPANY,SUMITON DISCOUNT DRUG INC,1595 MAIN STREET, ,SUMITON,AL,WALKER,35148,205-648-3296,-87.044409000000002,33.753692800000003,0
HERITAGE HEALTH MART PHARMACY,"PRESCRIPTIONS BY RITA KAY, INC.",1701 MAIN AVENUE SOUTHWEST, ,CULLMAN,AL,CULLMAN,35055,256-737-3773,-86.848657000000003,34.158495700000003,0
AMPHARM INCORPORATED,AMPHARM INC,5275 MILLENNIUM DRIVE NORTHWEST, ,HUNTSVILLE,AL,MADISON,35806,256-489-6882,-86.664440999999997,34.752629700000000,0
U-SAVE PHARMACY,U SAVE PHARMACIES LLC,200 MONTGOMERY HIGHWAY,SUITE 100,VESTAVIA HILLS,AL,JEFFERSON,35216,205-201-7777,-86.787801999999999,33.453117599999999,0
MCSWAINS HEALTH MART PHARMACY,MCSWAIN'S PHARMACY,1910 MAIN AVENUE SOUTHWEST, ,CULLMAN,AL,CULLMAN,35055,256-734-1662,-86.847633999999999,34.150480199999997,0
WINN-DIXIE - 514,WINN DIXIE STORES INC,2653 VALLEYDALE ROAD,VALLEYDALE MARKETPLACE,BIRMINGHAM,AL,SHELBY,35244,205-995-4960,-86.739196000000007,33.382422099999999,1
GENTRY DRUGS HEALTH MART PHARMACY,GENTRY DRUGS,551 MEMORIAL PARKWAY EAST, ,ALICEVILLE,AL,PICKENS,35442,205-373-6688,-88.145792000000000,33.127423600000000,0
WINN-DIXIE - 458,WINN DIXIE STORES INC,1721 UNITED STATES HIGHWAY 31 NORTH,THE QUAIL RUN VILLAGE,FULTONDALE,AL,JEFFERSON,35068,205-841-2021,-86.795323999999994,33.612514400000002,1
WINN-DIXIE - 435,WINN DIXIE STORES INC,4476 MONTEVALLO ROAD,OLD SPRINGFIELD SHOPPING,BIRMINGHAM,AL,JEFFERSON,35213,205-951-9711,-86.728604000000004,33.520423500000000,1
WINN-DIXIE - 526,WINN DIXIE STORES INC,13620 UNITED STATES HIGHWAY 43 NORTH,TALLADEGA SHOPPING CENTER,NORTHPORT,AL,TUSCALOOSA,35475,205-333-0678,-87.602858999999995,33.306287099999999,1
WALGREENS - 7306,WALGREEN CO,4496 VALLEYDALE ROAD, ,BIRMINGHAM,AL,SHELBY,35242,205-981-2362,-86.738725000000002,33.385142799999997,1
WALGREENS - 4689,WALGREEN CO,9458 HELENA ROAD, ,PELHAM,AL,SHELBY,35124,205-444-9488,-86.797023999999993,33.345061600000001,1
U SAVE - ALABASTER,U SAVE PHARMACIES LLC,120 COLONIAL PROMENADE PARKWAY, ,ALABASTER,AL,SHELBY,35007,205-605-0499,-86.802553000000003,33.230148200000002,0
CVS - 4966,"ALABAMA CVS PHARMACY, L.L.C.",523 4TH AVENUE SOUTHEAST, ,RED BAY,AL,FRANKLIN,35582,256-356-9204,-88.137501999999998,34.439413399999999,1
CVS - 2505,"ALABAMA CVS PHARMACY, L.L.C.",49 CHURCH STREET, ,BIRMINGHAM,AL,JEFFERSON,35213,205-871-2151,-86.755036000000004,33.502074899999997,1
TOYOTA FAMILY PHARMACY,TOYOTA FAMILY PHARMACY,1 COTTONVALLEY DRIVE, ,HUNTSVILLE,AL,MADISON,35810,256-746-5514,-86.638777000000005,34.829628100000001,0
ROGERSVILLE DISCOUNT DRUGS,ROGERSVILLE DISCOUNT DRUGS,104 HIGHWAY 72 WEST, ,ROGERSVILLE,AL,LAUDERDALE,35652,256-247-5441,-87.295942999999994,34.825453000000003,0
SOUTHERN PHARMACEUTICAL SERVICES,GUARDIAN PHARMACY OF BIRMINGHAM LLC,201 OFFICE PARK DRIVE,OVERLOOK PARK BUILDING SUITE 200,BIRMINGHAM,AL,JEFFERSON,35223,205-879-5300,-86.775296999999995,33.479093300000002,0
CVS - 4897,"ALABAMA CVS PHARMACY, L.L.C.",155 BIRMINGHAM ROAD, ,CENTREVILLE,AL,BIBB,35042,205-926-4654,-87.145075000000006,32.947414700000003,1
TRADING POST DISCOUNT DRUGS,SHOALS RELIEF SERVICES INC,103 SOUTH WATER STREET, ,TUSCUMBIA,AL,COLBERT,35674,256-381-2400,-87.704729000000000,34.732094799999999,0
CVS - 4901,"ALABAMA CVS PHARMACY, L.L.C.",1715 WOODWARD AVENUE, ,MUSCLE SHOALS,AL,COLBERT,35661,256-381-7641,-87.666906999999995,34.745324900000000,1
MILNER RUSHING DISCOUNT DRUGS,MILNER RUSHING DISCOUNT DRUGS INC,202 AVALON AVENUE, ,MUSCLE SHOALS,AL,COLBERT,35661,256-386-5220,-87.676192999999998,34.744533099999998,0
HOSPITAL DISCOUNT PHARMACY - CENTRAL,C & L DRUG COMPANY OF CULLMAN INC,209 4TH AVENUE NORTHEAST, ,CULLMAN,AL,CULLMAN,35055,256-734-6013,-86.841172999999998,34.180574999999997,0
WAL-MART SUPERCENTER - 670,WAL-MART STORES EAST LP,626 OLIVE STREET SOUTHWEST, ,CULLMAN,AL,CULLMAN,35055,256-739-3390,-86.842072000000002,34.149106900000000,1
MEDICAL ARTS APOTHECARY,HEALTH CENTER PHARMACY INC,124 7TH STREET SOUTHWEST, ,CULLMAN,AL,CULLMAN,35055,256-734-4933,-86.840856000000002,34.170574000000002,0
THE DRUG SHOP OF RUSSELLVILLE,SHOALS FAMILY PHARMACY GROUP INC,318 SOUTH JACKSON AVENUE, ,RUSSELLVILLE,AL,FRANKLIN,35653,256-332-8550,-87.731308999999996,34.501982200000000,0
WAL-MART SUPERCENTER - 762,WAL-MART STORES EAST LP,9248 PARKWAY EAST, ,BIRMINGHAM,AL,JEFFERSON,35206,205-833-0524,-86.700176999999996,33.590199900000002,1
WALGREENS - 7245,WALGREEN CO,668 LOMB AVENUE SOUTHWEST, ,BIRMINGHAM,AL,JEFFERSON,35211,205-786-4481,-86.844900999999993,33.500368399999999,1
CVS - 4871,"ALABAMA CVS PHARMACY, L.L.C.",632 TUSCALOOSA AVENUE SOUTHWEST, ,BIRMINGHAM,AL,JEFFERSON,35211,205-781-8495,-86.843152000000003,33.500136599999998,1
WAL-MART - 5100,WAL-MART STORES EAST LP,1916 CENTER POINT ROAD, ,CENTER POINT,AL,JEFFERSON,35215,205-520-5535,-86.684529999999995,33.637363899999997,1
WAL-MART - 763,WAL-MART STORES EAST LP,7201 AARON ARONOV DRIVE, ,FAIRFIELD,AL,JEFFERSON,35064,205-923-4788,-86.916289000000006,33.469557500000001,1
WAL-MART SUPERCENTER - 1201,WAL-MART STORES EAST LP,890 ODUM ROAD, ,GARDENDALE,AL,JEFFERSON,35071,205-631-8154,-86.822756999999996,33.646905199999999,1
CVS - 4913,"ALABAMA CVS PHARMACY, L.L.C.",2201 TYLER ROAD, ,HOOVER,AL,JEFFERSON,35226,205-823-1832,-86.841931000000002,33.416443500000000,1
WALGREENS - 6955,WALGREEN CO,3025 ALLISON BONNETT MEMORIAL DRIVE, ,HUEYTOWN,AL,JEFFERSON,35023,205-744-9972,-86.978353999999996,33.450891200000001,1
PUBLIX - 01059,PUBLIX SUPER MARKETS INC,1325 MONTCLAIR ROAD,MONTCLAIR PLACE,BIRMINGHAM,AL,JEFFERSON,35210,205-951-6632,-86.731127999999998,33.521055099999998,0
PUBLIX - 01085,PUBLIX SUPER MARKETS INC,3141 OVERTON ROAD,PUBLIX ON OVERTON,BIRMINGHAM,AL,JEFFERSON,35223,205-967-2315,-86.732742000000002,33.465770499999998,0
PUBLIX - 01200,"PUBLIX SUPER MARKETS, INC.",4965 PROMENADE PARKWAY,COLONIAL PROMENADE TANNEHILL,BESSEMER,AL,JEFFERSON,35022,205-426-7105,-86.992523000000006,33.335054000000000,0
CVS - 2662,"ALABAMA CVS PHARMACY, L.L.C.",2301 JOHN HAWKINS PARKWAY, ,HOOVER,AL,JEFFERSON,35244,205-682-1065,-86.868127000000001,33.349872900000001,1
CVS - 4882,"ALABAMA CVS PHARMACY, L.L.C.",1535 DECATUR HIGHWAY, ,FULTONDALE,AL,JEFFERSON,35068,205-849-9744,-86.796154000000001,33.609535200000003,1
WALGREENS - 6035,WALGREEN CO,2101 RICHARD ARRINGTON JUNIOR BOULEVARD SOUTH, ,BIRMINGHAM,AL,JEFFERSON,35209,205-939-1417,-86.792409000000006,33.488543499999999,1
THE CORNER HEALTH MART DRUG STORE,THE CORNER DRUG STORE,10107 CORNER SCHOOL ROAD, ,WARRIOR,AL,JEFFERSON,35180,205-647-5454,-86.941929000000002,33.803566199999999,0
WAL-MART - 4504,WAL-MART STORES EAST LP,312 PALISADES BOULEVARD, ,BIRMINGHAM,AL,JEFFERSON,35209,205-870-7170,-86.821596000000000,33.467845099999998,1
WALGREENS - 10628,WALGREEN CO,2602 FLORENCE BOULEVARD, ,FLORENCE,AL,LAUDERDALE,35630,256-764-0436,-87.632710000000003,34.828588199999999,1
CVS - 4926,"ALABAMA CVS PHARMACY, L.L.C.",6665 STATE HIGHWAY 75, ,PINSON,AL,JEFFERSON,35126,205-681-9250,-86.678792000000001,33.696795700000003,1
CVS - 4855,"ALABAMA CVS PHARMACY, L.L.C.",1100 MONTGOMERY HIGHWAY, ,VESTAVIA HILLS,AL,JEFFERSON,35216,205-822-5664,-86.789479999999998,33.437018500000001,1
CVS - 4843,"ALABAMA CVS PHARMACY, L.L.C.",434 HIGHWAY 31, ,WARRIOR,AL,JEFFERSON,35180,205-647-4440,-86.811753999999993,33.806093099999998,1
WAL-MART - 1229,WAL-MART STORES EAST LP,2780 JOHN HAWKINS PARKWAY, ,HOOVER,AL,JEFFERSON,35244,205-733-0055,-86.824619999999996,33.361771800000000,1
WAL-MART - 1481,WAL-MART STORES EAST LP,209 LAKESHORE PARKWAY, ,HOMEWOOD,AL,JEFFERSON,35209,205-942-0977,-86.821179999999998,33.446886800000001,1
WALGREENS - 10109,WALGREEN CO,109 EAST DOCTOR HICKS BOULEVARD, ,FLORENCE,AL,LAUDERDALE,35630,256-718-0457,-87.673553999999996,34.798349299999998,1
WALGREENS - 9701,WALGREEN CO,737 MONTGOMERY HIGHWAY, ,VESTAVIA HILLS,AL,JEFFERSON,35216,205-823-5442,-86.790200999999996,33.444652400000003,1
WAL-MART - 2690,WAL-MART STORES EAST LP,8650 MADISON BOULEVARD, ,MADISON,AL,MADISON,35758,256-461-7812,-86.741056000000000,34.683838500000000,1
PUBLIX - 00745,PUBLIX SUPER MARKETS INC,7830 UNITED STATES HIGHWAY 72 WEST, ,MADISON,AL,MADISON,35758,256-864-0511,-86.741664000000000,34.756126299999998,0
WALGREENS - 2363,WALGREEN CO,7813 UNITED STATES HIGHWAY 72 WEST, ,MADISON,AL,MADISON,35758,256-895-9326,-86.741719000000003,34.753133400000003,1
CVS - 4946,"ALABAMA CVS PHARMACY, L.L.C.",202 3RD AVENUE NORTHEAST, ,ALICEVILLE,AL,PICKENS,35442,205-373-8475,-88.149293999999998,33.128911400000000,1
H AND W DRUGS EAST INCORPORATED,"H & W DRUGS EAST, INC",315 15TH STREET EAST, ,TUSCALOOSA,AL,TUSCALOOSA,35401,205-758-8306,-87.531774999999996,33.197252100000000,0
WALGREENS - 10525,WALGREEN CO,8701 STATE HIGHWAY 69 SOUTH, ,TUSCALOOSA,AL,TUSCALOOSA,35405,205-758-1684,-87.548406000000000,33.127060800000002,1
SUPERTARGET,TARGET CORPORATION AND SUBSIDIARIES,1901 13TH AVENUE EAST, ,TUSCALOOSA,AL,TUSCALOOSA,35404,205-556-5731,-87.518251000000006,33.192469000000003,1
RITE AID - 7039,HARCO INC,617 BEAR CREEK ROAD, ,TUSCALOOSA,AL,TUSCALOOSA,35405,205-345-0699,-87.545507999999998,33.144709800000001,0
RITE AID - 7035,HARCO INC,2916 UNIVERSITY BOULEVARD EAST, ,TUSCALOOSA,AL,TUSCALOOSA,35404,205-553-0232,-87.499392999999998,33.206916900000003,0
FOOD WORLD - 27,"BRUNO'S SUPERMARKETS, LLC.",4440 UNIVERSITY BOULEVARD EAST, ,TUSCALOOSA,AL,TUSCALOOSA,35404,205-556-3144,-87.476342000000002,33.196938299999999,0
WAL-MART - 409,WAL-MART STORES EAST LP,42417 STATE HIGHWAY 195, ,HALEYVILLE,AL,WINSTON,35565,205-486-8597,-87.597491000000005,34.237385400000001,1
WAL-MART SUPERCENTER - 715,WAL-MART STORES EAST LP,1501 SKYLAND BOULEVARD EAST, ,TUSCALOOSA,AL,TUSCALOOSA,35405,205-345-4047,-87.518617000000006,33.165338100000000,1
FRED'S - 3637,FREDS STORES OF TENNESSEE INC,814 20TH STREET, ,HALEYVILLE,AL,WINSTON,35565,205-486-5888,-87.624618999999996,34.226424700000003,0
CVS - 4835,"ALABAMA CVS PHARMACY, L.L.C.",1910 MCFARLAND BOULEVARD, ,NORTHPORT,AL,TUSCALOOSA,35476,205-339-3819,-87.577145000000002,33.239910100000003,1
CVS - 4905,"ALABAMA CVS PHARMACY, L.L.C.",240 UNITED STATES HIGHWAY 31 SOUTHWEST, ,HARTSELLE,AL,MORGAN,35640,256-773-1768,-86.940376999999998,34.440900499999998,1
RITE AID - 7044,HARCO INC,1526 6TH AVENUE SOUTHEAST, ,DECATUR,AL,MORGAN,35601,256-353-1195,-86.977956000000006,34.583179700000002,0
WAL-MART SUPERCENTER - 662,WAL-MART STORES EAST LP,2800 SPRING AVENUE SOUTHWEST, ,DECATUR,AL,MORGAN,35603,256-350-9969,-86.995891000000000,34.556454700000003,1
VALLEY DRUG COMPANY 2,VALLEY DRUG CO. INC.,1101 16TH AVENUE SOUTHEAST, ,DECATUR,AL,MORGAN,35601,256-355-6225,-86.967860000000002,34.590966100000003,0
GILCHRIST HEALTH MART PHARMACY,"GILCHRIST PHARMACY, INC.",404 SPARKMAN STREET NORTHWEST, ,HARTSELLE,AL,MORGAN,35640,256-773-1998,-86.935562000000004,34.446217799999999,0
KROGER,THE KROGER CO,241 UNITED STATES HIGHWAY 31 SOUTHWEST, ,HARTSELLE,AL,MORGAN,35640,256-751-2102,-86.942584999999994,34.439386499999998,1
EASTSIDE PHARMACY AND CUSTOM COMPOUNDING INCORPORATED,"EASTSIDE PHARMACY AND CUSTOM COMPOUNDING, INC.",22335 UNITED STATES HIGHWAY 72 EAST,SUITE D,ATHENS,AL,LIMESTONE,35613,256-233-7070,-86.924471999999994,34.780728500000002,0
CVS - 4372,"ALABAMA CVS PHARMACY, L.L.C.",4280 MITT LARY ROAD, ,NORTHPORT,AL,TUSCALOOSA,35475,205-339-0415,-87.600550999999996,33.306272200000002,1
CVS - 4969,"ALABAMA CVS PHARMACY, L.L.C.",UNITED STATES HIGHWAY 82 SOUTH, ,GORDO,AL,PICKENS,35466,205-364-0469,-87.900408999999996,33.316107299999999,1
PUBLIX - 00882,PUBLIX SUPER MARKETS INC,410 DOUG BAKER BOULEVARD, ,BIRMINGHAM,AL,SHELBY,35242,205-981-7420,-86.668580000000006,33.408905400000002,0
PUBLIX - 01073,PUBLIX SUPER MARKETS INC,9200 STATE HIGHWAY 119,SUITE 1400,ALABASTER,AL,SHELBY,35007,205-663-3881,-86.825666999999996,33.212726099999998,0
CLARKS HEALTH MART PHARMACY,CLARK'S DISCOUNT PHARMACY,1261 MILITARY STREET SOUTH, ,HAMILTON,AL,MARION,35570,205-921-7465,-87.989338000000004,34.125806200000000,0
FRED'S - 2035,FREDS STORES OF TENNESSEE INC,280 UNITED STATES HIGHWAY 78 WEST, ,JASPER,AL,WALKER,35501,205-221-6234,-87.276719000000000,33.850184200000001,0
CVS - 4830,"ALABAMA CVS PHARMACY, L.L.C.",901 9TH AVENUE NORTH, ,BESSEMER,AL,JEFFERSON,35020,205-426-1664,-86.969504999999998,33.395250500000003,1
CVS - 4667,"ALABAMA CVS PHARMACY, L.L.C.",100 HUNTLEY PARKWAY, ,PELHAM,AL,SHELBY,35124,205-685-0146,-86.795027000000005,33.277282999999997,1
KIDSMEDS PHARMACY,"HEALTH STRIDES, INC.",1936 OLD ORCHARD ROAD, ,BIRMINGHAM,AL,JEFFERSON,35216,205-824-0775,-86.790700000000001,33.440193200000003,0
RITE AID - 7379,HARCO INC,708 MONTGOMERY HIGHWAY, ,VESTAVIA HILLS,AL,JEFFERSON,35216,205-979-2180,-86.791565000000006,33.446897600000000,0
MOORE'S PHARMACY,STEPHENS PHARMACY INC,2600 15TH STREET ROAD, ,HUEYTOWN,AL,JEFFERSON,35023,205-425-4592,-86.989153999999999,33.415808599999998,0
FRED'S - 3055,FREDS STORES OF TENNESSEE INC,1401 WOODMONT DRIVE, ,TUSCUMBIA,AL,COLBERT,35674,256-389-8399,-87.695244000000002,34.717745299999997,0
BOLLING APOTHECARY,BOLLING APOTHECARY INC,106 16TH STREET NORTHEAST, ,FAYETTE,AL,FAYETTE,35555,205-932-8969,-87.822355999999999,33.709186899999999,0
PUBLIX - 01185,"PUBLIX SUPER MARKETS, INC.",12070 COUNTY LINE ROAD,SUITE C,MADISON,AL,LIMESTONE,35756,256-230-2631,-86.787761000000003,34.730611900000000,0
RITE AID - 7021,HARCO INC,2711 CULVER ROAD, ,MOUNTAIN BROOK,AL,JEFFERSON,35223,205-879-3466,-86.773398999999998,33.485504700000000,0
AFTERHOURS RX,AFTERHOURS RX,1800 BIRMINGHAM AVENUE, ,JASPER,AL,WALKER,35501,205-387-7811,-87.273538000000002,33.833165800000003,0
HARBINS AT MOUNT ROYAL TOWER HEALTH MART PHARMACY,HARBIN'S AT MT. ROYAL TOWERS,1119 ROYAL TOWER DRIVE, ,BIRMINGHAM,AL,JEFFERSON,35209,205-423-0091,-86.768396999999993,33.465875500000003,0
CRESTLINE HEALTH MART PHARMACY,CRESTLINE PHARMACY INC,60 CHURCH STREET, ,BIRMINGHAM,AL,JEFFERSON,35213,205-871-0317,-86.756026000000006,33.502206299999997,0
HAYDEN HEALTH MART PHARMACY,HAYDEN FAMILY PHARMACY PC,310 3RD STREET, ,HAYDEN,AL,BLOUNT,35079,205-590-1515,-86.757517000000007,33.891754900000002,0
WINN-DIXIE - 469,WINN DIXIE STORES INC,335 HELENA MARKET PLACE,HELENA MARKETPLACE,HELENA,AL,SHELBY,35080,205-620-5334,-86.850959000000003,33.279558799999997,1
WINN-DIXIE - 407,WINN DIXIE STORES INC,4205 UNIVERSITY BOULEVARD EAST,FIVE POINTS SHOPPING CENTER,TUSCALOOSA,AL,TUSCALOOSA,35404,205-553-9477,-87.481725999999995,33.197689900000000,1
WAL-MART SUPERCENTER - 2111,WAL-MART STORES EAST LP,5335 UNITED STATES HIGHWAY 280 SOUTH, ,BIRMINGHAM,AL,SHELBY,35242,205-980-7178,-86.676001999999997,33.421945100000002,1
WALGREENS - 7791,WALGREEN CO,101 DOUG BAKER BOULEVARD, ,BIRMINGHAM,AL,SHELBY,35242,205-437-9467,-86.665329999999997,33.408753900000001,1
WALGREENS - 6034,WALGREEN CO,101 GREEN SPRINGS HIGHWAY, ,BIRMINGHAM,AL,JEFFERSON,35209,205-942-3668,-86.823660000000004,33.470652200000004,1
U SAVE - PELHAM,U SAVE PHARMACIES LLC,2970 PELHAM PARKWAY, ,PELHAM,AL,SHELBY,35124,205-620-6006,-86.811194000000000,33.298428899999998,0
U SAVE - GREYSTONE,U SAVE PHARMACIES LLC,5410 UNITED STATES HIGHWAY 280, ,BIRMINGHAM,AL,SHELBY,35242,205-201-7295,-86.669790000000006,33.417645299999997,0
CVS - 4960,"ALABAMA CVS PHARMACY, L.L.C.",712 MAIN STREET NORTHEAST, ,HANCEVILLE,AL,CULLMAN,35077,256-352-6998,-86.775643000000002,34.070954700000001,1
RITE AID - 7001,HARCO INC,140 MARKET CENTER DRIVE, ,ALABASTER,AL,SHELBY,35007,205-663-4500,-86.821719999999999,33.237010800000000,0
FAMILY PHARMACY OF RUSSELLVILLE,SHOALS FAMILY PHARMACY GROUP INC,15385 UNITED STATES HIGHWAY 43, ,RUSSELLVILLE,AL,FRANKLIN,35653,256-332-5545,-87.717778999999993,34.514591799999998,0
FOOD WORLD - 58,"BRUNO'S SUPERMARKETS, LLC.",2891 ALLISON BONNETT MEMORIAL DRIVE, ,HUEYTOWN,AL,JEFFERSON,35023,205-744-0482,-86.968658000000005,33.451845499999997,0
GREYSTONE PHARMACY,"GREYSTONE PHARMACY, INC.",5510 UNITED STATES HIGHWAY 280,SUITE 110,BIRMINGHAM,AL,SHELBY,35242,205-981-9834,-86.664810000000003,33.405554500000001,0
JIM MYERS DRUG INCORPORATED,JIM MYERS DRUG WEST,2731 MARTIN LUTHER KING JUNIOR BOULEVARD, ,TUSCALOOSA,AL,TUSCALOOSA,35401,205-345-1197,-87.576836999999998,33.187055800000003,0
PAYLESS DRUGS,PAYLESS DRUGS,3102 26TH STREET NORTH, ,BIRMINGHAM,AL,JEFFERSON,35207,205-252-4179,-86.818887000000004,33.552979299999997,0
FOOD WORLD - 70,"BRUNO'S SUPERMARKETS, LLC.",509 STATE HIGHWAY 119 SOUTH, ,ALABASTER,AL,SHELBY,35007,205-664-1861,-86.820607999999993,33.239661400000003,0
ADAMS DRUGS,MONTGOMERY DRUG COMPANY,185 ASHTON PLAZA STREET, ,MILLBROOK,AL,ELMORE,36054,334-386-3501,-86.377953000000005,32.517057999999999,0
WAL-MART SUPERCENTER - 4318,WAL-MART STORES EAST LP,145 KELLEY BOULEVARD, ,MILLBROOK,AL,ELMORE,36054,334-285-0322,-86.398359999999997,32.493847799999998,1
TARGET,TARGET CORPORATION AND SUBSIDIARIES,2754 LEGENDS PARKWAY, ,PRATTVILLE,AL,ELMORE,36066,334-290-6001,-86.395911999999996,32.457059000000001,1
